dianping_id,dianping_url,name,category,photo_url,rating_flavor,rating_environ,rating_service,address,price_per_person,phone_number,lat,lng
76943288,http://www.dianping.com/shop/76943288,象素林泰式海鲜火锅,东南亚菜,https://img.meituan.net/msmerchant/2e3c47d012a8c1f1970d60bc7d9b4b5d1500263.png%40280w_212h_1e_1c_1l%7Cwatermark%3D0,8,8.9,8.9,玉双路7号附3号玉台大厦三楼,93,028-83255310,30.658739078416627,104.0909490189311
69222565,http://www.dianping.com/shop/69222565,佐冷馋·串串里(339购物中心店),火锅,https://img.meituan.net/msmerchant/6ee4931722fdccd3b24c4b81eb16d7b1158749.jpg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,8.4,8.9,8.3,猛追湾滨河路94号339购物中心临河1楼(近太平洋咖啡),66,028-84788339,30.66387887195878,104.09075687253697
2622346,http://www.dianping.com/shop/2622346,巴蜀大宅门火锅(新华公园店),火锅,http://p1.meituan.net/msmerchant/3dec16e6e2f9eea4fc0575118e6d46141911558.png%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,8.6,8.1,8.5,新鸿南路75号(近新华公园后门),79,028-84346222,30.661357824429885,104.1037360231049
76411708,http://www.dianping.com/shop/76411708,花甜潮汕牛肉火锅,火锅,http://p1.meituan.net/deal/c000878c3048fe00b9d6cd238d22c7d166784.jpg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,7.9,8.5,8.2,和锦路284号,97,028-89895677,30.630860652233938,104.15331484950791
4599111,http://www.dianping.com/shop/4599111,大嘴霸王排骨(建设直营店),火锅,https://img.meituan.net/msmerchant/8a57a009005581f8c46eb749f30f11544614536.jpg%40280w_212h_1e_1c_1l%7Cwatermark%3D0,8,8.3,7.6,建设路26号第五大道2楼(电子科技大学润新公寓对面),68,028-84347711,30.67198327443501,104.10067724904326
22348123,http://www.dianping.com/shop/22348123,渝味晓宇火锅(新鸿路店),火锅,http://qcloud.dpfile.com/pc/WpCDz6vkbyVp_09dx2sAK5dkao-2loRRzbQhE53lC7Z2F-VzCNjLfY5u7XyqSX7SxwcW-IIQfiNkbGBWOSHBFQ.jpg,8.3,8.5,8.3,新鸿南路187号,81,028-84335678,30.663714823298477,104.10382893003973
93084476,http://www.dianping.com/shop/93084476,小龙坎老火锅(SM广场店),火锅,https://img.meituan.net/msmerchant/bf68347c017fb5e8321d03cf8dcd4682567128.jpg%40280w_212h_1e_1c_1l%7Cwatermark%3D0,8.5,8.9,8.6,建设路2号汇富大厦2楼,73,028-61530218,30.672541228300883,104.10894400787663
92445804,http://www.dianping.com/shop/92445804,红瓦房火锅(双桥路店),火锅,https://img.meituan.net/msmerchant/a9f6bae8d74361169ac324f01cc9b988240359.jpg%40280w_212h_1e_1c_1l%7Cwatermark%3D0,8.3,8.8,8.4,双桥路与经华北路交口福兴商厦2楼,55,028-84339332,30.650985204493917,104.10601200165297
92183496,http://www.dianping.com/shop/92183496,雷公椒火锅,火锅,http://p1.meituan.net/mogu/e57aca3573e21725b61361f5ebf688ab40156.jpg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,8.3,8.5,7.9,小龙桥路100号,56,028-69283407,30.661942453104153,104.10808416234514
69764408,http://www.dianping.com/shop/69764408,六月雪欢乐干锅(339购物中心店),火锅,http://p1.meituan.net/msmerchant/45344bdd69f71c774662a56086641c7b54761.png%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,7.3,7.8,7.5,猛追湾街94号339购物中心1层,59,028-62501078,30.664219494709975,104.09193333150202
69642162,http://www.dianping.com/shop/69642162,红社老味火锅,火锅,http://p1.meituan.net/deal/1a9a4f7167a9a61385ef29571e95a6c5131016.jpg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,8.3,7.3,7.7,双林中横路14号,50,028-83510957,30.654196018819253,104.10644697692226
5137807,http://www.dianping.com/shop/5137807,王记六合鱼,火锅,http://p1.meituan.net/deal/4337020c93c3ba262b1a13c1621c1e4f87150.jpg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,7.8,8.2,7.6,双林路45号妈妈传炖品旁,72,028-83270639,30.656104155381993,104.10636086386205
95915494,http://www.dianping.com/shop/95915494,火馬经典本味火锅,火锅,https://img.meituan.net/msmerchant/ea7f8e25ced5c98aeb0e007ef91e0c9c1154071.jpg%40280w_212h_1e_1c_1l%7Cwatermark%3D0,8.1,8.8,8.5,双成三路15号-244万象润街2楼,72,028-83258798,30.64666594320966,104.1154417886211
95062103,http://www.dianping.com/shop/95062103,烫火锅,火锅,https://img.meituan.net/msmerchant/3ef232c9f9fc022d095193e4b2b55e2a632735.jpg%40280w_212h_1e_1c_1l%7Cwatermark%3D0,8.2,7.9,8.3,成都水碾河北二街13幢5单元2号,61,18628183780,30.65224582096966,104.0967549945802
96636685,http://www.dianping.com/shop/96636685,川倒拐耗儿鱼(339购物中心店),火锅,https://img.meituan.net/msmerchant/a31a0a4ca848c4643e1e0e0201c43de181378.png%40280w_212h_1e_1c_1l%7Cwatermark%3D0,7.5,7.7,7.3,电视塔339美食街内(近猛追湾滨河路与双林路交叉口),N/A,028-83319177,30.663571022033164,104.09068991875147
90354892,http://www.dianping.com/shop/90354892,钢管厂五区小郡肝串串香(驷马桥店),火锅,http://p0.meituan.net/dpmerchantalbum/0943b010a6b328e23764cde8224a057a440608.png%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,8.4,7.9,7.8,洪山路28号附8-9号,69,028-84712503,30.709875174274515,104.08922453988706
5466352,http://www.dianping.com/shop/5466352,金麒麟兔火锅,火锅,http://qcloud.dpfile.com/pc/O1pjK1-h5DfD4woAv5_UmHggMm2VgEDi-s8W-pOxjPATjrStG4uO_FV9GT2BP8BL52lfszCzH6kCpIe1c2_41Q.jpg,8.2,6,6.4,猛追湾东路5号(近猛追湾游泳池),58,13648033088,30.667853586607798,104.0964278016614
65751358,http://www.dianping.com/shop/65751358,镇江龙麻辣烫·始于1976(东郊店),串串香,http://p0.meituan.net/dpmerchantalbum/4ed96b23686bc998f978c42290ea17d5397143.jpg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,8,8.4,8.3,枫林路142号,57,028-83281976,30.675197875560517,104.12325813210295
96295858,http://www.dianping.com/shop/96295858,保山蟹(华润店),火锅,https://img.meituan.net/msmerchant/6b26a1c352d67a4d4435d2f5f87ec89e644932.jpg%40280w_212h_1e_1c_1l%7Cwatermark%3D0,7.5,7.5,7.6,双成三路15号-199小龙坎火锅店隔壁,N/A,18280021997,30.647030487467124,104.11506551417402
92998983,http://www.dianping.com/shop/92998983,贰条火锅馆,火锅,http://p0.meituan.net/mogu/0011bc2de703bbf13290b83758a1401955847.jpg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,8.2,8.6,8.6,玉双路1号附4号,80,028-83152527,30.65723724933282,104.09476567665764
67064333,http://www.dianping.com/shop/67064333,海盗欢乐鱼捞(李家沱店),火锅,http://p1.meituan.net/mogu/54743e6fc07cb89d3362b88a553b3bf8162608.png%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,8.3,8.4,8.4,泰兴路36-附5号,80,028-84733768,30.687938999080487,104.09101664037439
5927738,http://www.dianping.com/shop/5927738,千味涮(万象城店),火锅,http://p0.meituan.net/mogu/ba9a638de46fc0696f5c68bb17b1210f106733.jpg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,7.3,7.5,7.2,双庆路8号华润万象城商场B区5层522号,75,028-61539488,30.651516758143558,104.11271190956326
91001708,http://www.dianping.com/shop/91001708,简阳正宗羊肉汤,火锅,https://img.meituan.net/msmerchant/8ca1a99179b40ec481793383dbcc7bc1122991.jpg%40280w_212h_1e_1c_1l%7Cwatermark%3D0,7.9,7.6,7.5,猛追湾街123号(反时针隔壁),79,028-84119418,30.666601129636884,104.0956490227699
21688817,http://www.dianping.com/shop/21688817,倒拐香耗儿鱼(府青店),火锅,http://p1.meituan.net/deal/__49475788__5445729.jpg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,7.6,7.6,7.3,二环路东一段16号(蓝光coco4-1-20),91,028-84735118,30.68350039330349,104.10197578308356
95874535,http://www.dianping.com/shop/95874535,小龙坎老火锅,火锅,https://img.meituan.net/msmerchant/e4db1fb3f925bccfc760641b2d7402f42767254.jpg%40280w_212h_1e_1c_1l%7Cwatermark%3D0,7.6,8,7.6,建设路第五大道三楼,78,028-85532882,30.671747647005027,104.09991234345863
23960356,http://www.dianping.com/shop/23960356,味之绝美蛙鱼头(龙潭店),火锅,http://p1.meituan.net/apiback/c930a8023f9386183fd4df859642d46b123110.jpg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,8.5,7.5,7.9,龙潭寺华彩路21号附25号,63,028-69768323,30.69681112739233,104.17301371394473
91976125,http://www.dianping.com/shop/91976125,蜀皇全牛宴菌汤鲜黄牛肉(龙潭寺店),火锅,http://p1.meituan.net/deal/e1c337508fa2b3e224e96f67994926b927798.jpg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,7.6,7.4,7.2,华泰路6号,N/A,028-84201345,30.698841146475125,104.16395850355958
96183887,http://www.dianping.com/shop/96183887,小龙坎老火锅(金马河店),火锅,http://qcloud.dpfile.com/pc/H0RhG6BjZTrGQeNvrfIEiHrAOaSacYTbDbBhT58o_U1q1H2uL8f5QjdhgC7X-Y3f52lfszCzH6kCpIe1c2_41Q.jpg,7.4,7.4,7.3,金马河路8号附24号,51,15884597843,30.634948585685382,104.14503549783329
92611760,http://www.dianping.com/shop/92611760,小龙坎老火锅,火锅,http://p0.meituan.net/deal/04902d8ded911e928158e562b06bb22d92276.jpg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,7.3,7.3,7.1,建业路26号附4号,77,028-61101886,30.67100068820509,104.11183344620629
2181334,http://www.dianping.com/shop/2181334,妈妈传炖品(双林店),小吃快餐,http://p1.meituan.net/deal/7ff78d28778f7246c560178b75804da4399317.jpg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,7.7,7.6,7.5,双林路45号,48,028-84383977,30.655843314604077,104.10646290567021
67141090,http://www.dianping.com/shop/67141090,玖道门重庆火锅,火锅,http://p1.meituan.net/dpmerchantalbum/37b605fcabbd004146d20796198e8125103555.jpeg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,8.9,7.7,8.5,建设中路15号(国光九街坊18号楼底商),64,15023268773,30.672819467296186,104.09787134964128
58001507,http://www.dianping.com/shop/58001507,吴铭怀旧火锅(双建路店),火锅,http://p1.meituan.net/deal/8bce6524964c6c1dbcf6296c4b379a3c103954.jpg%40240w_180h_1e_1c_1l%7Cwatermark%3D1%26%26r%3D1%26p%3D9%26x%3D2%26y%3D2%26relative%3D1%26o%3D20,7.6,8.2,7.9,八里小区双建路1号(建设北路三段口),64,028-83266738,30.680594631633443,104.11361703214563
74599898,http://www.dianping.com/shop/74599898,巴蜀川西坝子火锅(动物园店),火锅,https://img.meituan.net/msmerchant/e2fdbd18f547cc485ff8fe47123063a21573376.jpg%40280w_212h_1e_1c_1l%7Cwatermark%3D0,7.4,8.1,7.5,昭觉寺南路280号(地铁动物园B口),88,028-83293846,30.715991152755272,104.10193527910879
